Filename,Title,Cart Type,Mapper Type,ROM Banks,RAM Banks,RAM Size,ROM Size,Battery,Timer,Rumble,Sensor,Licensee,Old Licensee Code,CGB Functionality,SGB Functionality,Mask ROM Ver,Region,MD5 Hash,Weird/Bad/Missing Data
Side Pocket (World).gb,SIDE POCKET,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Data East,True,None,False,0,Non-Japan (0x1),3dbe9be772ca50da3a76d8860c7b08e2,False
Ultra Golf (USA).gb,ULTRA GOLF,MBC2+Battery,MBC2,8,1,0x100,0x20000,True,False,False,False,Ultra,True,None,False,0,Non-Japan (0x1),0a1cbc05d75c2bd3e01aad3acb4e4019,False
Toobin' (USA).gbc,TOOBINAOIE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'5D',5D)",False,CGB Only,False,0,Non-Japan (0x1),d9575286a0da1da5f6036f649024298c,True
"Darkman (USA, Europe).gb",DARKMAN,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Ocean,True,None,False,0,Non-Japan (0x1),849c5fe4002dd4240020e9ec84c8dc29,False
Castlevania - The Adventure (Europe).gb,CASTLEVANIA ADVE,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Konami,True,None,False,0,Non-Japan (0x1),7c0cbb81025deed9e32ecdca5f1bb482,False
Hello Kitty no Happy House (Japan).gbc,HKITTY_HHBK7J,MBC5+RAM+Battery,MBC5,256,4,0x4000,0x400000,True,False,False,False,"UNKNOWN(b'BL',BL)",False,CGB Only,False,0,Japan,0121aa4c2909ff7dff2190b7889956fd,True
InfoGenius Systems - Personal Organizer with Phone Book (Europe).gb,PERSONAL ORGANIZ,MBC1+RAM+Battery,MBC1,4,1,0x800,0x10000,True,False,False,False,Gametek,True,None,False,0,Non-Japan (0x1),872e582831a17faee1df663c39a73e99,False
Hyper Dunk (Europe).gb,HYPER DUNK,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Konami,True,None,False,0,Non-Japan (0x1),9add23b6cf3a5b76305192da693dfd21,False
Motocross Maniacs (Japan).gb,MOTOCROSSMANIACS,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,Konami,True,None,False,0,Japan,57d60f97e42d24835b6723d9b7a3c0db,False
Turbo RC Racing (USA) (Proto).gbc,TB,MBC1+RAM,MBC1,16,4,0x4000,0x40000,False,False,False,False,None,True,Extra CGB Functions,False,1,Japan,d80951a01c8e329fd3ccc99f95808857,False
Pocket GT (Japan).gbc,POCKET GTA7GJ,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,"UNKNOWN(b'BL',BL)",False,CGB Only,False,0,Japan,0ee28078d6270df663647e8a3e3feaf6,True
Hamster Club - Awasete Chuu (Japan).gbc,AWASETE CYUBJHJ,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'2M',2M)",False,CGB Only,False,0,Japan,7d78cacd5eee9569ebc1b85ff9f05c90,True
"Speedball 2 - Brutal Deluxe (USA, Europe).gb",SPEED BALL 2,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Mindscape,True,None,False,0,Non-Japan (0x1),d7fb01dec29a52de74e5b335b8619e0a,False
Pokemon Card GB (Japan) (SGB Enhanced).gbc,POKEMON CARD GB,HuC1+RAM+Battery,HuC1,64,4,0x4000,0x100000,True,False,False,False,Nintendo R&D1,False,Extra CGB Functions,True,0,Japan,1633bec4cabec857c0ec67c99d2f982b,False
Soreyuke!! Kid (Japan).gb,GO! GO! KID,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Kemco Japan,False,None,False,0,Japan,c07063729944ffc4459e006e862df061,False
Konami Winter Games (Europe).gbc,WINTERGAMESA3HP,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,Konami,False,CGB Only,False,0,Non-Japan (0x1),538f4d9036a7841cb157b9023346c540,False
Nikkan Berutomo Club (Japan) (SGB Enhanced).gb,BERUTOMOKURABU,MBC3+RAM+Timer+Battery,MBC3,32,1,0x800,0x80000,True,True,False,False,"UNKNOWN(b'8F',8F)",False,None,True,0,Japan,d4bf4c5ebec2a496bb6ec062058158c6,True
"Casino FunPak (USA, Europe).gb",CASINO FUNPAK,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Interplay,True,None,False,0,Non-Japan (0x1),7a60b2dca975ecd7166fd390cb9e3238,False
"Addams Family, The (Japan).gb",ADDAMS FAMILY,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Misawa Entertainment,True,None,False,0,Japan,dc2f4d927edda442de2148af590bebb5,False
"Simpsons, The - Night of the Living Treehouse of Horror (USA, Europe).gbc",SIMPSONSBNOE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,THQ,False,CGB Only,False,0,Non-Japan (0x1),2a4f3309fe05b47a98d8c5b4c81b91e5,False
"Sewing Machine Operation Software (Europe) (En,De,It,Nl) (Proto) (GB Compatible).gbc",SINGER-3BRAX,MBC5+RAM+Battery,MBC5,64,4,0x4000,0x100000,True,False,False,False,"UNKNOWN(b'9M',9M)",False,Extra CGB Functions,False,0,Non-Japan (0x1),65e85e5ad524ed60a9b0a8122a55d7af,True
Hole in One Golf (USA) (SGB Enhanced).gbc,HOLEINONEGOVHIE,MBC5+RAM+Rumble+Battery,MBC5,64,1,0x800,0x100000,True,False,True,False,Victor Interactive Software,False,Extra CGB Functions,True,0,Non-Japan (0x1),b60dbf70d1a54e327a1cd668ade9f43b,False
"Pokemon - Edicion Amarilla - Edicion Especial Pikachu (Spain) (GBC,SGB Enhanced).gb",POKEMON YELAPSS,MBC5+RAM+Battery,MBC5,64,4,0x4000,0x100000,True,False,False,False,Nintendo R&D1,False,Extra CGB Functions,True,0,Non-Japan (0x1),f0da8b1cff3aab898ecde9dcbda6d817,False
Castlevania - The Adventure (USA).gb,CASTLEVANIA ADVE,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Konami,True,None,False,0,Non-Japan (0x1),0b4410c6b94d6359dba5609ae9a32909,False
Magical Taruruuto-kun 2 - Raibaa Zone Panic!! (Japan).gb,GB TARURU-TO 2,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Bandai,True,None,False,0,Japan,e928d1f7dfaff38abc7937a6e092cec4,False
"Boxxle II (USA, Europe).gb",BOXXLE2,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,Pony Canyon,True,None,False,0,Non-Japan (0x1),308abd707a48ee9d69c287d818469fd6,False
Meitantei Conan - Chika Yuuenchi Satsujin Jiken (Japan) (SGB Enhanced).gb,DETECTIVE CONAN,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'B2',B2)",False,None,True,0,Japan,7ab8eb19c5356f62bcc3fa2a8f1aba1f,True
Megami Tensei Gaiden - Last Bible II (Japan).gb,LAST BIBLE2,MBC1+RAM+Battery,MBC1,16,1,0x800,0x40000,True,False,False,False,Atlus,True,None,False,0,Japan,bd08880684132809013b413cfc1051dc,False
"Nintendo World Cup (USA, Europe).gb",WORLD CUP,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Nintendo,True,None,False,0,Non-Japan (0x1),c9200b1be878f079cee6cbebbeaa27ea,False
Goukaku Boy Series - Kirihara Shoten Hinshutsu Eibunpou Gohou Mondai 1000 (Japan).gb,HINSYUTU EIBUNPO,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'9C',9C)",False,None,False,0,Japan,d8f049e77238c17c5a91aef2bf300180,True
Battle Space (Japan).gb,BATTLE SPACE,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Namco,True,None,False,0,Japan,c9dc09ea6d93d5114079f58c7bbf7982,False
Chibi Maruko-chan - Okozukai Daisakusen! (Japan).gb,CHIBIMARUKO,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Takara,True,None,False,0,Japan,2843796abf7cba23556b0006f398c4fb,False
Tumble Pop (Japan).gb,TUMBLE POP,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Data East,True,None,False,0,Japan,b3af8bcd6de27ba829c075affbc9f839,False
Sports Collection (Japan).gb,SPORTS COLLECT,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,"UNKNOWN(b'C6',C6)",False,None,False,0,Japan,fe0ac40641bc533a4a011898c0c15139,True
Resident Evil Gaiden (USA).gbc,RES EVIL GDARHE,MBC5+RAM+Battery,MBC5,128,1,0x800,0x200000,True,False,False,False,Capcom,False,CGB Only,False,0,Non-Japan (0x1),3c0c5fceebff4d9730875a9362d26aa1,False
Game & Watch Gallery 3 (USA) (SGB Enhanced).gbc,G&WGALLERY3AGQE,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,Nintendo R&D1,False,Extra CGB Functions,True,0,Non-Japan (0x1),f1bb0127347994b46258adbda0dc0b16,False
"Micro Machines (USA, Europe).gb",MICRO MACHINES,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Ocean,True,None,False,0,Non-Japan (0x1),0631158ead23bfed84cd3a5010eb9295,False
Jack Nicklaus Golf (France).gb,FRENCH NICK GOLF,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Tradewest,True,None,False,0,Non-Japan (0x1),5add36377363b6e8b38d5f69a33b4ed2,False
Battletoads-Double Dragon (Europe).gb,B_TOADS/D_DRAGON,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Sony Imagesoft,True,None,False,0,Non-Japan (0x1),ec8dfc2600756d4ff306eedcd03defd2,False
Robin Hood - Prince of Thieves (USA).gb,ROBIN HOOD,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Virgin,True,None,False,0,Non-Japan (0x1),2815ff13131712bcd00c3852d461b414,False
"Tamagotchi (USA, Europe) (SGB Enhanced).gb",GB TAMAGOTCHI   ,MBC1+RAM+Battery,MBC1,32,1,0x800,0x80000,True,False,False,False,"UNKNOWN(b'B2',B2)",False,None,True,0,Non-Japan (0x1),c7920eb4b478c4d7513f2f43b7dbb9cf,True
Altered Space - A 3-D Alien Adventure (Japan).gb,ALTERED SPACE,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Sony Imagesoft,True,None,False,0,Japan,3208cc9ee33a163cd7cad242db3e1f4a,False
Solomon's Club (USA).gb,SOLOMON'S CLUB,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Tecmo,True,None,False,0,Non-Japan (0x1),8a5ccf172f31a0dbfa0600d40b388fdc,False
Same Game (Japan) (SGB Enhanced).gb,SAME GAME,MBC1+RAM+Battery,MBC1,16,1,0x800,0x40000,True,False,False,False,Hudson Soft,False,None,True,0,Japan,bdd6f3f98390202800751a4ea2a48c36,False
Red October o Oe! (Japan).gb,RED OCTOBER,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Altron,True,None,False,0,Japan,22ef15c88a371718d81b36f957f4f664,False
Alien 3 (Japan).gb,ALIEN,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,LJN,True,None,False,0,Japan,4f5c4c439f1134177e02d72c794882ba,False
"Pokemon - Red Version (USA, Europe) (SGB Enhanced).gb",POKEMON RED,MBC3+RAM+Battery,MBC3,64,4,0x4000,0x100000,True,False,False,False,Nintendo R&D1,False,None,True,0,Non-Japan (0x1),3d45c1ee9abd5738df46d2bdda8b57dc,False
Boulder Dash (Europe).gb,BOULDER DASH,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Broderbund,True,None,False,0,Non-Japan (0x1),800c1a8f99bea585490673352b5f11f4,False
Raku x Raku - Moji (Japan).gbc,MOJI-1BEMJ,MBC5+RAM+Battery,MBC5,128,1,0x800,0x200000,True,False,False,False,"UNKNOWN(b'9M',9M)",False,CGB Only,False,0,Japan,b39c09e1a033f08d8160bf5dfa4082bc,True
Nihon Daihyou Team - Eikou no Eleven (Japan) (SGB Enhanced).gb,NIHON DAIHYOU   ,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'DA',DA)",False,None,True,0,Japan,256f34df36549fb877101d28a7b92688,True
Disney's Donald Duck - Goin' Quackers (USA).gbc,DONALD DUCKBQAE,MBC5,MBC5,256,0,0x0,0x400000,False,False,False,False,UbiSoft,False,CGB Only,False,0,Non-Japan (0x1),4fd68c1cf8b57e90a5b11b054fc68b46,False
Trick Boarder (USA).gbc,TRICKBOARDEBTBE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Victor Interactive Software,False,CGB Only,False,0,Non-Japan (0x1),fb3c040f2cc720ee26f9744e55371d07,False
Skate or Die - Bad 'N Rad (Europe).gb,SKATE OR DIE BAD,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Ultra,True,None,False,0,Non-Japan (0x1),fd6bd52147792817cbddf37c454e8563,False
Jeopardy! - Teen Tournament (USA) (SGB Enhanced).gb,TEEN JEOPARDY!,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Konami,False,None,True,0,Non-Japan (0x1),d8ad8389c9ec44d4e3bacc88d7b7b1a9,False
"Blues Brothers, The (USA, Europe).gb",BLUES BROTHERS,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Titus,True,None,False,0,Non-Japan (0x1),ceaedf86193a8708a8a67e0e472b57fb,False
DX Bakenou Z (Japan) (Rev A).gb,BAKENOUZ,MBC1+RAM+Battery,MBC1,8,1,0x800,0x20000,True,False,False,False,Asmik,True,None,False,1,Japan,6496801345d1597b7dc1c27143e6b9d8,False
"Humans, The (Europe) (En,Fr,De,Es,It).gb",THE HUMANS,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Gametek,True,None,False,0,Non-Japan (0x1),a818623c008517f677c1c1eb17962e8d,False
"Bill & Ted's Excellent Game Boy Adventure (USA, Europe).gb",BILL AND TED,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,LJN,True,None,False,0,Non-Japan (0x1),9d94d01d3133165d4469bb27d58f0f6c,False
Star Wars - The Empire Strikes Back (USA).gb,EMPIRE STRIKES,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Capcom,True,None,False,0,Non-Japan (0x1),05f7b63c25b4871440968fd4ce25440a,False
"Schiffe Versenken (Germany) (En,Fr,De,Es).gb",SCHIFFE,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Infogrames,False,None,False,0,Non-Japan (0x1),c62460c4fb6430cb4d2c6a3902b5442d,False
InfoGenius Productivity Pak - Frommer's Travel Guide (USA).gb,TRAVEL GUIDE,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Gametek,True,None,False,0,Non-Japan (0x1),5c4ed53347a60e467df77024f05e23ba,False
Fushigi no Dungeon - Fuurai no Shiren GB 2 - Sabaku no Majou (Japan) (BFWJ).gbc,SIREN GB2 BFWJ,MBC5+RAM+Battery,MBC5,256,4,0x4000,0x400000,True,False,False,False,Chunsoft,False,CGB Only,False,0,Japan,1ccfd8413570d63a3ed3fa9910a394b4,False
Pipe Dream (Japan).gb,PIPE DREAM,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,Bullet-Proof Aoftware,True,None,False,0,Japan,d9bacb4b392a0ce4e8f9d29baa916b0b,False
Tiny Toon Adventures - Dokidoki Sport Festival (Japan).gb,TINY TOON 3,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Konami,False,None,False,0,Japan,72dfa391aabb34d0a047443ee11c83ac,False
Elevator Action (Japan).gb,ELEVATOR ACTION,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Taito,True,None,False,0,Japan,dee2448aa2314e7b3c12849a053ea079,False
Mortal Kombat 4 (USA) (SGB Enhanced).gbc,MORTAL KOMBAT 4,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'5D',5D)",False,Extra CGB Functions,True,0,Non-Japan (0x1),168ae412b379786f7df07bd8231baf44,True
"Super Breakout! (Europe) (En,Fr,De,Es,It,Nl) (GB Compatible).gbc",SUPER BREAKOUT,MBC5,MBC5,32,0,0x0,0x80000,False,False,False,False,Konami,False,Extra CGB Functions,False,0,Non-Japan (0x1),3383c2754015c4da7b5295a28ac09739,False
Rockman World 4 (Japan).gb,ROCKMANWORLD4,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,Capcom,True,None,False,0,Japan,401647ad59208d67507245ac13e3894c,False
DuckTales 2 (Europe).gb,DUCK TALES 2,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Capcom,True,None,False,0,Non-Japan (0x1),2eee88360aa199b7adc9d9c6647e0809,False
Higashio Osamu Kanshuu Pro Yakyuu Stadium '91 (Japan).gb,PURO STADIUM '91,MBC2+Battery,MBC2,8,1,0x100,0x20000,True,False,False,False,Tokuma Shoten Intermedia,True,None,False,0,Japan,d1d01441dbc0baa83b23010cb60c687b,False
"Jordan vs Bird - One on One (USA, Europe).gb",JORDAN VS BIRD,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Electronic Arts,True,None,False,0,Non-Japan (0x1),99314aee7dea4221cb38c03216239a51,False
"Addams Family, The (USA).gb",ADDAMS FAMILY,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Ocean,True,None,False,0,Non-Japan (0x1),f629f0b6d156bec6acb9e6b9da4ad4e3,False
Head On (Japan).gb,HEAD ON,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Tecmo,True,None,False,0,Japan,3353653e75b9110afdd37452b27cd312,False
Bonk's Revenge (USA) (SGB Enhanced).gb,BONKSREVENGE,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Hudson Soft,False,None,True,0,Non-Japan (0x1),b73d76599e3d7f979a99bba5f1c92add,False
Aa Harimanada (Japan).gb,HARIMANADA,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Ask Kodansha,True,None,False,0,Japan,437fec3b28d28314d580ec1e4d0bc9ae,False
Minolta Camera Test Cart 2420 (USA).gb,,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,None,True,None,False,0,Japan,a1c0e2a4a653d2dd99cc0a7e8ef312fe,False
"Battle Unit Zeoth (USA, Europe).gb",BATTLEUNIT ZEOTH,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Jaleco,True,None,False,0,Non-Japan (0x1),023a8fd8eacad0656b5110da26dcdd44,False
Puyo Puyo (Japan) (SGB Enhanced).gb,PUYOPUYO,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'D9',D9)",False,None,True,0,Japan,1a181f068d715c4ca350fb168fb9dd8a,True
Soccer (Japan).gb,SOCCER,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Tonkin house,True,None,False,0,Japan,1f406d44b61098883bbaafc076e994e9,False
"Caesars Palace II (USA, Europe).gbc",CAESARS 2AI2E,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,Interplay,False,CGB Only,False,0,Non-Japan (0x1),64396458bb3a82f26f522e85291b5fc5,False
"Rhino Rumble (USA, Europe).gbc",RHINOBRNE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'5M',5M)",False,CGB Only,False,0,Non-Japan (0x1),ced299d2952ae83c7bbfbb64767e4634,True
Ray-Thunder (Japan).gb,RAY THUNDER,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Nihon Bussan,True,None,False,0,Japan,3defa1c909af45963f3ad867ec5f3414,False
"Suske en Wiske - De Tijdtemmers ~ Bob et Bobette - Les Dompteurs du Temps (Europe) (Fr,Nl) (Beta 1).gbc",Suske&WiskeWtan,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,"UNKNOWN(b'5P',5P)",False,Extra CGB Functions,False,0,Japan,b542fbcf77dea9de05ceab312648af6d,True
Tom to Jerry (Japan).gb,TOM AND JERRY   ,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Altron,True,None,False,0,Japan,40b4238e683eea908a09f978ce5aff2a,False
"Elevator Action (USA, Europe).gb",ELEVATOR ACTION,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Taito,True,None,False,0,Non-Japan (0x1),7876945a990ea94ac6b1fe5cf01bc00f,False
Ganbare Goemon - Kurofunetou no Nazo (Japan) (SGB Enhanced).gb,GANBARE GOEMON 2,MBC1+RAM+Battery,MBC1,16,1,0x800,0x40000,True,False,False,False,Konami,False,None,True,0,Japan,853b7ef83c8dc9dea361303766fea360,False
10-Pin Bowling (USA) (Rumble Version).gbc,10-PIN BOWLVP9E,MBC5+Rumble,MBC5,64,0,0x0,0x100000,False,False,True,False,Majesco,False,CGB Only,False,0,Non-Japan (0x1),6b055c6d12e477fbfd7bed1b495d56f7,False
Mat Hoffman's Pro BMX (USA).gbc,MAT HOFFMANBM5E,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Activision,False,CGB Only,False,0,Non-Japan (0x1),8bf8f9a1e0080d257820ec5506a3fc8f,False
"Avenging Spirit (USA, Europe).gb",AVENGING SPIRIT,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Jaleco,True,None,False,0,Non-Japan (0x1),e88eab57ab4614966748280bf3c97f52,False
Goukaku Boy Series - Shikakui Atama o Maruku Suru - Suuji de Asobou Sansuu Hen (Japan).gb,NITINOU SANSUU 1,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'9C',9C)",False,None,False,0,Japan,2e5943f9e984fa4aed26542eacf2d9f4,True
Sports Illustrated - Football & Baseball (USA).gb,SI SPORTS,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,mMalibu,True,None,False,0,Non-Japan (0x1),56c494cd7737f51ee2c3aeb50406e51a,False
"Chuck Rock (USA, Europe).gb",CHUCK ROCK,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Sony Imagesoft,True,None,False,0,Non-Japan (0x1),435b566a4b3745b0acc5a976bedd9245,False
Top Ranking Tennis (Europe).gb,TOPRANKINGTENNIS,MBC2+Battery,MBC2,16,1,0x100,0x40000,True,False,False,False,Nintendo,True,None,False,0,Non-Japan (0x1),ea82922267095a2268d76e4f21d4ff93,False
"Bass Masters Classic (USA, Europe) (GB Compatible).gbc",BASS MASTERAQME,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,THQ,False,Extra CGB Functions,False,0,Non-Japan (0x1),3bfa6eca3e26c8b4ee8e31ac7064085a,False
Toonsylvania (USA).gbc,TOONSYLVANIBSYE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,UbiSoft,False,CGB Only,False,0,Non-Japan (0x1),f70756d7502b1374e05c7fce48a4d283,False
Spider-Man (USA).gbc,SPIDER-MAN!BSEE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Activision,False,CGB Only,False,0,Non-Japan (0x1),9fde547bcb70b108895e259da4c4e100,False
R-Type (Japan).gb,RTYPE,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,IREM,True,None,False,0,Japan,89bdc38fd17a6c969306f756edef8a70,False
"Gobs of Games (USA) (En,Fr,De).gbc",GOBSOFGAMESBFGE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'5H',5H)",False,CGB Only,False,0,Non-Japan (0x1),ba1d07a8282202081af5ad985f0c31ad,True
Micro Machines 2 - Turbo Tournament (Europe).gb,MICRO MACHINES 2,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,Ocean,False,None,False,0,Non-Japan (0x1),750d2af7347fb539698655ae946a880a,False
DuckTales 2 (Japan).gb,DUCK TALES 2,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Capcom,True,None,False,0,Japan,665b9ef961ee82edb8db54b3eb5152fd,False
Goukaku Boy Series - Nihonshi Target 201 (Japan).gb,NIHONSHI 201 GB,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'9C',9C)",False,None,False,0,Japan,e22a670567858f46060c047defa01818,True
Malibu Beach Volleyball (USA).gb,"BEACH,VOLLEYBALL",MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Activision,True,None,False,0,Non-Japan (0x1),5e411c0f57b2d867f16084251e677d1c,False
Heiankyo Alien (USA).gb,HEIANKYO ALIEN,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,Meldac,True,None,False,0,Non-Japan (0x1),b236e81e9f5c19148c24c4984d8ef90f,False
Las Vegas Cool Hand (USA) (GB Compatible).gbc,COOL HAND,MBC5,MBC5,32,0,0x0,0x80000,False,False,False,False,Konami,False,Extra CGB Functions,False,0,Non-Japan (0x1),ba205296796ad7cdc8ca180b280714d1,False
"Tom and Jerry - Mouse Hunt (USA) (En,Fr,Es).gbc",TJBTJE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'5Z',5Z)",False,CGB Only,False,0,Non-Japan (0x1),9b2d3dfd0f545b1ac8b10b25f9fbe56b,True
Bust-A-Move Millennium (USA).gbc,BUST A MOVEBANE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Acclaim,False,CGB Only,False,0,Non-Japan (0x1),e98124b30408c00786068387353e39e5,False
Watashi no Kitchen (Japan) (Rev 1).gbc,WATASHI-K  BKRJ,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,"UNKNOWN(b'AQ',AQ)",False,CGB Only,False,1,Japan,c2a2490640ef568e6fa326ab149bfacc,True
Goukaku Boy Series - Yamakawa Ichimonittou - Nihonshi B Yougo Mondaishuu (Japan).gb,YAMAKAWA NIHON,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,"UNKNOWN(b'9C',9C)",False,None,False,0,Japan,4cfa25f0cc297fd5f98faa1ddae083f0,True
Bouken! Dondoko Shima (Japan).gbc,DONDOKOBDVJ,MBC5+RAM+Battery,MBC5,128,4,0x4000,0x200000,True,False,False,False,"UNKNOWN(b'BP',BP)",False,CGB Only,False,0,Japan,889e643c52ca6916a4948f4d1b8b955b,True
Arcade Classic No. 3 - Galaga & Galaxian (USA) (SGB Enhanced).gb,GALAGA&GALAXIAN ,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Nintendo R&D1,False,None,True,0,Non-Japan (0x1),19fd29efaf7ea9e314bd613954a92169,False
Yousei Monogatari - Rod Land (Japan).gb,RODLAND,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Jaleco,True,None,False,0,Japan,7af2043d1766513dc576b549d104fa2a,False
"Battleship (USA, Europe).gb",BATTLE SHIP,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Mindscape,True,None,False,0,Non-Japan (0x1),d4f7ade01af0818a79bc809cf96118bb,False
Choplifter II (Japan).gb,CHOPLIFTER 2,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Broderbund,True,None,False,0,Japan,022f61999868aa209e0a2f66ba4ee710,False
Bugs Bunny Collection (Japan) (Rev A) (SGB Enhanced).gb,BUGS COLLECTION,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Kemco Japan,False,None,True,1,Japan,d7da0896f856630a011ac160589912ce,False
Mickey's Chase (Japan).gb,MICKEYS CHASE,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Kotobuki Systems ,True,None,False,0,Japan,9cd7f210ae2680349078aca844be5354,False
Dragon Dance (USA) (SGB Enhanced).gbc,DRAGONDANCEBDAE,MBC5,MBC5,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'4Z',4Z)",False,Extra CGB Functions,True,0,Non-Japan (0x1),0c6a0f2add131ca4afd24763fe3c3a04,True
