Filename,Title,Cart Type,Mapper Type,ROM Banks,RAM Banks,RAM Size,ROM Size,Battery,Timer,Rumble,Sensor,Licensee,Old Licensee Code,CGB Functionality,SGB Functionality,Mask ROM Ver,Region,MD5 Hash,Weird/Bad/Missing Data
Virtual Wars (Japan).gb,VIRTUAL WARS,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Elite Systems,True,None,False,0,Japan,0b72b9f0c2ce0b832c650bbcc974b023,False
Goukaku Boy Series - Shikakui Atama o Maruku Suru - Sansuu Battle Hen (Japan).gb,SIKAKUI S BAT,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'9C',9C)",False,None,False,0,Japan,833c2c1990eab0f9f09a6471ffeb24de,True
Daffy Duck - Fowl Play (USA).gbc,DAFFYDACKFPAD7E,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Sunsoft,False,Extra CGB Functions,False,0,Non-Japan (0x1),882a7b4d2cadedd7ed2e21d22ca8f93d,False
Pocket Sonar (Japan).gb,POCKETSONAR,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,"UNKNOWN(b'B2',B2)",False,None,False,0,Japan,e7e0943cb9b8d6dd29c18e6a41e8d346,True
Red Arremer - Makaimura Gaiden (Japan).gb,RED ARREMER,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Capcom,True,None,False,0,Japan,daee829005d9c4bd5f636004bfffdfe3,False
Hudson Hawk (USA).gb,HUDSON HAWK,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Sony Imagesoft,True,None,False,0,Non-Japan (0x1),9c1efb1bd07fd91765f680e7e9bc44f1,False
Disney's The Emperor's New Groove (USA).gbc,ENEWGROOVEBENE,MBC5+RAM+Battery,MBC5,128,1,0x800,0x200000,True,False,False,False,UbiSoft,False,CGB Only,False,0,Non-Japan (0x1),e98b6a7bb91bb0a7e80e40985eefb1d0,False
Cosmo Tank (Japan).gb,COSMO TANK,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Atlus,True,None,False,0,Japan,f3580f0bfcc3b39d94eee79820c9946d,False
Wheel of Fortune (USA).gb,WHEEL OF FORTUNE,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Gametek,True,None,False,0,Non-Japan (0x1),ee81c7d7481bb6db26bef691bf9d5645,False
Pokemon - Version Cristal (France).gbc,PM_CRYSTALBYTF,MBC3+RAM+Timer+Battery,MBC3,128,4,0x4000,0x200000,True,True,False,False,Nintendo R&D1,False,CGB Only,False,0,Non-Japan (0x1),45d988bdb6cfcc334134dd212cefb7b8,False
Seaside Volley (Japan).gb,SEASIDE VOLLEY,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Tonkin house,True,None,False,0,Japan,5d07f39b93c83683c2c77ed31ec66048,False
Kachiuma Yosou Keiba Kizoku EX '95 (Japan).gb,KEIBAKIZOKU EX95,MBC1+RAM+Battery,MBC1,8,1,0x800,0x20000,True,False,False,False,"UNKNOWN(b'EA',EA)",False,None,False,0,Japan,1fb76bb7f55ca19340fe8c7d1007e7ff,True
"FIFA Soccer '96 (USA, Europe) (En,Fr,De,Es) (SGB Enhanced).gb",FIFA SOCCER 96,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,"UNKNOWN(b'4S',4S)",False,None,True,0,Non-Japan (0x1),faacaf378b59452d81c4ef020f87db6d,True
Aero Star (Japan).gb,AEROSTAR,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Vic Tokai,True,None,False,0,Japan,4b4d6e6d4870d36a26e6fe6ad73b0eac,False
Rocky Mountain Trophy Hunter (USA).gbc,ROCKY MOUNTBRME,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Infogrames,False,CGB Only,False,0,Non-Japan (0x1),b290f995cec5958d396055c6c0ff8a3b,False
"Jungle Strike (USA, Europe).gb",JUNGLE STRIKE,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Ocean,False,None,False,0,Non-Japan (0x1),2b42dbc0934fdd90bca3a4965520bf37,False
Pocket Camera (Japan) (Rev A) (SGB Enhanced).gb,POCKETCAMERA,Game Boy Camera,Game Boy Camera,64,16,0x10000,0x100000,False,False,False,False,Nintendo R&D1,False,None,True,1,Japan,fdcfe686cf4df461e870b6e53b2b5a8b,False
Goukaku Boy Series - Shikakui Atama o Maruku Suru - Rika Battle Hen (Japan).gb,SIKAKU RIKAAE8J,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'9C',9C)",False,None,False,0,Japan,b8ad678f5f1e8a7f498b04a6257b3108,True
Q Billion (Japan).gb,QBILLION,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,Seta,True,None,False,0,Japan,d310864869dca081fd30002548830051,False
Heroes of Might and Magic II (USA).gbc,HEROES 2BUHE,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,"UNKNOWN(b'5H',5H)",False,CGB Only,False,0,Non-Japan (0x1),ad37726c92f43ad7915225b7eaf94ffd,True
Kyoro-chan Land (Japan).gb,KYORCHANLANDHIRO,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,LJN,True,None,False,0,Japan,fb8540a7262842083991f4aa2a6330d5,False
Tetris (Japan) (En).gb,TETRIS,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,Nintendo,True,None,False,0,Japan,084f1e457749cdec86183189bd88ce69,False
Chiki Chiki Tengoku (Japan).gb,CHIKI 2 TENGOKU,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,"UNKNOWN(b'AH',AH)",False,None,False,0,Japan,c6c1ce5f473fd6a31033878d32c885d4,True
Game Boy Digital Sampling Oscilloscope (Europe) (v3.6) (GBDSO) (Unl).gb,TEMP,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,None,True,None,False,1,Japan,acc04aebb20cb829dca77bb554f60653,False
Power Racer (USA).gb,POWER RACER,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Tecmo,True,None,False,0,Non-Japan (0x1),6073cb28e651b48f0bf19e654aab8c7d,False
"Klax (USA, Europe).gbc",KLAX,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'5D',5D)",False,Extra CGB Functions,False,0,Non-Japan (0x1),3bd0dad0c695a534b9e89264e09e2b11,True
Prince of Persia (USA).gb,PRINCE OF PERSIA,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Virgin,True,None,False,0,Non-Japan (0x1),80034da43f35307291714ae2553d9ddf,False
Ken Griffey Jr.'s Slugfest (USA).gbc,CGBSLUGFESTAYAE,MBC5+RAM+Battery,MBC5,64,4,0x4000,0x100000,True,False,False,False,Nintendo R&D1,False,CGB Only,False,0,Non-Japan (0x1),869d388027e0498e3d9994b0dc71984a,False
Casper (USA) (Rev 1) (Proto).gbc,CASPERAF9E,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,Interplay,False,CGB Only,False,1,Non-Japan (0x1),1453eaee1c4c0197b2feed653e5ff342,False
Millennium Winter Sports (USA).gbc,WINTERSPORTA3HE,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,Konami,False,CGB Only,False,0,Non-Japan (0x1),9f6135616b201739af43236fcfd5c273,False
Tomb Raider (USA).gbc,TOMB RAIDERAT9E,MBC5+RAM+Battery,MBC5,256,1,0x800,0x400000,True,False,False,False,THQ,False,CGB Only,False,0,Non-Japan (0x1),74b9b221c2b32147422144b327bd5f30,False
"Barbie - Fashion Pack Games (USA, Europe) (GB Compatible).gbc",FSHN PK GMSBFPE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Mattel,False,Extra CGB Functions,False,0,Non-Japan (0x1),45eeade46bd85f80af13af9dce572b9c,False
PaZeek (USA) (Proto).gbc,PAZEEK,MBC1+RAM,MBC1,16,4,0x4000,0x40000,False,False,False,False,None,True,Extra CGB Functions,False,1,Japan,10f2d0b87916ac5730065cfb52f3ffce,False
Sakura Taisen GB 2 - Thunderbolt Sakusen (Japan).gbc,SAKURA2THUNBQYJ,MBC5+RAM+Battery,MBC5,256,1,0x800,0x400000,True,False,False,False,"UNKNOWN(b'8P',8P)",False,CGB Only,False,0,Japan,5b36285c8491be0e1cb0c2c741d2b793,True
"Kirby's Pinball Land (USA, Europe).gb",KIRBY'S PINBALL,MBC2+Battery,MBC2,16,1,0x100,0x40000,True,False,False,False,Nintendo,True,None,False,0,Non-Japan (0x1),f711ed10307d4ea27223fe965595b123,False
Tasmania Monogatari (Japan).gb,TASMANIA STORY,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,Pony Canyon,True,None,False,0,Japan,d413f826b00d3f2384555490d0f1271d,False
"Beavis and Butt-Head (USA, Europe).gb",BEAVIS & BUTTHE,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,"UNKNOWN(b'4X',4X)",False,None,False,0,Non-Japan (0x1),8f160aa0b2f69a019911fd57ac8c5b31,True
Densha de Go! 2 (J) [C][!].gbc,DENSYADEGO2B82J,MBC5+RAM+Battery,MBC5,512,4,0x4000,0x800000,True,False,False,False,"UNKNOWN(b'8M',8M)",False,CGB Only,False,0,Japan,ab58102005b510a2d905ed7de9d6267a,True
Legend of the River King GB (Australia) (SGB Enhanced).gb,THE RIVER KING  ,MBC1+RAM+Battery,MBC1,32,1,0x800,0x80000,True,False,False,False,Nintendo R&D1,False,None,True,0,Non-Japan (0x1),55ad8dd2a99a840f3726600380b44315,False
Suzuki Aguri no F-1 Super Driving (Japan).gb,F1 SUPER DRIVING,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,LOZC,True,None,False,0,Japan,adf6023f4bfc67cbbf09a42f0d0ce27a,False
Xtreme Sports (USA).gbc,XTREMESPORTBXGE,MBC5+RAM+Battery,MBC5,256,1,0x800,0x400000,True,False,False,False,Infogrames,False,CGB Only,False,0,Non-Japan (0x1),af1d1e17a5c568df796f4004be872649,False
Medarot - Kuwagata Version (Japan) (Rev A) (SGB Enhanced).gb,MEDAROT KUWAGATA,MBC1+RAM+Battery,MBC1,32,4,0x4000,0x80000,True,False,False,False,"UNKNOWN(b'9C',9C)",False,None,True,1,Japan,a9c9d6b6759c28f2b3986717f4df2f98,True
Tonka Construction Site (USA).gbc,TONKA SITEBCZE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'6S',6S)",False,CGB Only,False,0,Non-Japan (0x1),87422721dd67b96736861358c71d5a8b,True
Velious II - Fukushuu no Jashin (Japan).gb,VELIOUS 2,MBC2+Battery,MBC2,8,1,0x100,0x20000,True,False,False,False,Sammy,True,None,False,0,Japan,08c8ef36fd4979e404dfe041adddfca5,False
"Fidgetts, The (Japan).gb",THE FIDGETTS,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Elite Systems,True,None,False,0,Japan,a3ee0ae53bdbddd093304cb566a48eda,False
Doug - La Grande Aventure (France).gbc,DOUGSBIGGAMBDUF,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,UbiSoft,False,CGB Only,False,0,Non-Japan (0x1),01fb7107b8432d3eed3e131605d682a3,False
Super Snakey (Japan) (SGB Enhanced).gb,SUPER SNAKEY,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,"UNKNOWN(b'1H',1H)",False,None,True,0,Japan,770a5daeb07a68be86e72ed16e1a38d9,True
Altered Space - A 3-D Alien Adventure (USA).gb,ALTERED SPACE,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Sony Imagesoft,True,None,False,0,Non-Japan (0x1),012ee0a196c03cca91a43a9eadbecfb6,False
Army Men - Sarge's Heroes 2 (USA).gbc,AM SH2BSHE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'5H',5H)",False,CGB Only,False,0,Non-Japan (0x1),3dc508d4da71f2e89ca63b42899741a4,True
"International Superstar Soccer (USA, Europe) (SGB Enhanced).gb",ISS,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Konami,False,None,True,0,Non-Japan (0x1),bf4e4002ffa88b9be2c8b8a5b4cd9a48,False
Goukaku Boy Series - Z Kai (Reibun de Oboeru) Kyuukyoku no Kobun Tango (Japan).gb,Z KAI KOBUN   ,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'9C',9C)",False,None,False,0,Japan,b55a747b3674c0c330c143ee715b1a6a,True
"Billy Bob's Huntin' 'n' Fishin' (USA, Europe).gbc",BILLY BOB  AHZE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'5D',5D)",False,CGB Only,False,0,Non-Japan (0x1),70739bd1b6eb0ecb06fe5954f94d74fc,True
Final Fantasy Legend II (USA).gb,SAGA2,MBC1+RAM+Battery,MBC1,16,1,0x800,0x40000,True,False,False,False,Squaresoft,True,None,False,0,Non-Japan (0x1),2bb0df1b672253aaa5f9caf9aab78224,False
Yogi Bear in Yogi Bear's Goldrush (USA).gb,YOGIS GOLDRUSH,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Gametek,True,None,False,0,Non-Japan (0x1),1337510dc9de85723ff1778524c5007f,False
Test Drive Off-Road 3 (USA) (Rumble Version) (SGB Enhanced) (GB Compatible).gbc,TD OFFROAD3VQ3E,MBC5+RAM+Rumble+Battery,MBC5,64,1,0x800,0x100000,True,False,True,False,Infogrames,False,Extra CGB Functions,True,0,Non-Japan (0x1),9f88bdc053b035240ff1478ca11e7c23,False
Zelda no Densetsu - Yume o Miru Shima (Japan) (Rev A).gb,ZELDA,MBC1+RAM+Battery,MBC1,32,1,0x800,0x80000,True,False,False,False,Nintendo,True,None,False,1,Japan,3afbe0cf110fc6ad8def8377ecffc34d,False
Captain America and the Avengers (USA).gb,CAPTAIN AMERICA,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Mindscape,True,None,False,0,Non-Japan (0x1),dd5d45d9f8722f8ded9ab85097daa4e5,False
"4 in 1 (Europe) (4B-001, Sachen-Commin) (Unl).gb",gOT,MBC1,MBC1,16384,0,0x0,0x10000000,False,False,False,False,Malibu,True,None,False,115,Non-Japan (0x89),8ca82943c26210c92bc451015d6670a4,True
"Star Wars - Yoda Stories (USA, Europe) (GB Compatible).gbc",YODASTORIESAYDE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,THQ,False,Extra CGB Functions,False,0,Non-Japan (0x1),544eb3962ef54f89718c8dfa668ec4be,False
"Sabrina - The Animated Series - Zapped! (USA, Europe).gbc",ZAPPEDBSGE,MBC5,MBC5,128,0,0x0,0x200000,False,False,False,False,"UNKNOWN(b'7D',7D)",False,CGB Only,False,0,Non-Japan (0x1),ec39462e39e3cbcabe03667fabf12d5a,True
"Mary-Kate and Ashley - Crush Course (USA, Europe).gbc",MARY KATE ABCVE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Acclaim,False,CGB Only,False,0,Non-Japan (0x1),d219a65aa70fd9e1e75c65bdf97913da,False
Rodland (Europe).gb,RODLAND,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,The Sales Curve,True,None,False,0,Non-Japan (0x1),e4fcc98cf30ab2db7d3c08f322667be1,False
Pachinko Saiyuuki (Japan).gb,SAIYUUKI,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Coconuts,True,None,False,0,Japan,59582082c1acca301b5e5e2a684bb66b,False
Rockman World (Japan) (En) (Beta).gb,ROCKMAN,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Nintendo,True,None,False,0,Japan,2b04dbc9b7dbddd456f56282f36f58ce,False
Trump Boy II (Japan).gb, - TRUMP BOY2 - ,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Arc,True,None,False,0,Japan,ef6f92c23b5d2be7db647b7d6152ec13,False
Motocross Maniacs (Europe).gb,MOTOCROSSMANIACS,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,Ultra,True,None,False,0,Non-Japan (0x1),dca464649ea6a3969ac8ee834d431d44,False
Pocket Monsters Geum (Korea).gbc,POKEMON_GLDAAUK,MBC3+RAM+Timer+Battery,MBC3,128,4,0x4000,0x200000,True,True,False,False,Nintendo R&D1,False,CGB Only,False,0,Non-Japan (0x1),82bd1d9171e60f147d9eeea13ef07a12,False
Space Invaders (USA) (SGB Enhanced).gb,SPACE INVADERS,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,Nintendo R&D1,False,None,True,0,Non-Japan (0x1),d32b9da8028d357e20c791b07ded4f86,False
Pachinko Monogatari Gaiden (Japan) (SGB Enhanced).gb,PACHINCOGAIDEN,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,KSS,False,None,True,0,Japan,508f13c91c125dfc8ea0334d3bd9b2fd,False
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,POKEMON BLUE,MBC5+RAM+Battery,MBC5,64,4,0x4000,0x100000,True,False,False,False,Nintendo R&D1,False,None,True,0,Non-Japan (0x1),ebe0742b472b3e80a9c6749f06181073,False
Dexter's Laboratory - Robot Rampage (USA).gbc,DEXTERS LABBROE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Bay Area Multimedia (BAM) Entertainment,False,CGB Only,False,0,Non-Japan (0x1),2a147b2d7731ac26a999390c3f5ff2ac,False
Chachamaru Boukenki 3 - Abyss no Tou (Japan).gb,ABYSS NO TOU,MBC2+Battery,MBC2,8,1,0x100,0x20000,True,False,False,False,Human,True,None,False,0,Japan,a5ccb24492f40038cd5c2bb00ef6e150,False
Darkwing Duck (Spain).gb,DARK WING DUCK,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Capcom,True,None,False,0,Non-Japan (0x1),780bbec4b26617b3a1a4fcdfa5a731e4,False
All-Star Baseball 2001 (USA).gbc,ALLSTAR2001BASE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Acclaim,False,CGB Only,False,0,Non-Japan (0x1),6122caeec0daab1bfa89c2af317dcbd6,False
Bugs Bunny - Crazy Castle 4 (Japan).gbc,BUGS BUNNY4AO4J,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Kemco Japan,False,CGB Only,False,0,Japan,30567b9d1cf0881fee0e15cdfdc250da,False
Austin Powers - Welcome to my Underground Lair! (USA).gbc,DR EVILBEAE,MBC5+RAM+Battery,MBC5,256,1,0x800,0x400000,True,False,False,False,Konami,False,CGB Only,False,0,Non-Japan (0x1),1b2190911db606dce58d694e8b591e69,False
Tyrannosaurus Tex (USA) (Proto).gbc,Maze B         ,MBC5+RAM+Battery,MBC5,128,0,0x0,0x200000,True,False,False,False,None,True,Extra CGB Functions,False,0,Japan,4b355f96ea75826ad0e48055482badea,False
Dragon Tales - Dragon Adventures (USA).gbc,DRAGTAILADVBDWE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'5L',5L)",False,CGB Only,False,0,Non-Japan (0x1),27791ff8bb7993ebba8c8f2cf353a6b3,True
"Flash, The (USA, Europe).gb",THE FLASH,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,THQ,True,None,False,0,Non-Japan (0x1),300c72aa607aac5126dd791884233691,False
Legend (Japan).gb,LEGEND,MBC2+Battery,MBC2,8,1,0x100,0x20000,True,False,False,False,Quest,True,None,False,0,Japan,febead9c066474ccf390c92d84d7208f,False
Mystic Quest (Germany).gb,MYSTIC QUEST,MBC2+Battery,MBC2,16,1,0x100,0x40000,True,False,False,False,Nintendo,True,None,False,0,Non-Japan (0x1),b6a08c7e3af4ec8c9559cd268115d97c,False
"Terminator 2 - Judgment Day (USA, Europe).gb",TERMINATOR 2,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,LJN,True,None,False,0,Non-Japan (0x1),133ae23114bf442fef6acccd1b8e187a,False
Bionic Commando (USA).gb,BIONIC-COMMANDO,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Capcom,True,None,False,0,Non-Japan (0x1),f89a33de3fa660a13ec29bb323efffa9,False
"Asterix & Obelix (Europe) (Fr,De) (SGB Enhanced).gb",OBELIX,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Infogrames,False,None,True,0,Non-Japan (0x1),5354465291244e5a035807c2666d185e,False
Asterix & Obelix (Europe).gbc,OBELIXAOLP,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Infogrames,False,CGB Only,False,0,Non-Japan (0x1),6efc4c27d06564f9000667c029ad02a3,False
"Dexterity (USA, Europe).gb",DEXTERITY,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,SNK,True,None,False,0,Non-Japan (0x1),a58f2b1a317cfb1d60b59f3875f6a9c2,False
"Yoshi's Cookie (USA, Europe).gb",YOSHI'S COOKIE,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Nintendo,True,None,False,0,Non-Japan (0x1),bc1a3848092bdc900c157996c29a7783,False
God Medicine - Fukkokuban (Japan) (SGB Enhanced).gb,GOD MEDICINE FB,MBC1+RAM+Battery,MBC1,32,1,0x800,0x80000,True,False,False,False,Konami,False,None,True,0,Japan,4057131cb9cedfb2fcdbc36904e7896d,False
Momotarou Densetsu Gaiden (Japan).gb,MOMOTAROU GAIDEN,MBC2+Battery,MBC2,16,1,0x100,0x40000,True,False,False,False,Hudsonsoft,True,None,False,0,Japan,5526c1396e574e92ec8f467c0de80377,False
Looney Tunes Collector - Alert! (USA).gbc,LTC: ALERT!ALME,MBC5+RAM+Battery,MBC5,128,1,0x800,0x200000,True,False,False,False,Infogrames,False,CGB Only,False,0,Non-Japan (0x1),164c4fcfe733d89fff3ddc42b017c5ca,False
"Mummy, The (USA).gbc",THE MUMMYBMYE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Konami,False,CGB Only,False,0,Non-Japan (0x1),407e0edf45b42f88f96774c9f549cf18,False
"Tintin - Prisoners of the Sun (Europe) (En,Fr,De).gb",TINTIN TEMPLESUN,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Infogrames,False,None,False,0,Non-Japan (0x1),8fdffde2db7f8da5cdb60a49d77a6b32,False
"Judge Dredd (USA, Europe).gb",JUDGE DREDD,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Acclaim,False,None,False,0,Non-Japan (0x1),7e9d69eacd6b4c82527065bcf63e474b,False
Kaeru no Tame ni Kane wa Naru (Japan).gb,KAERUNOTAMENI,MBC1+RAM+Battery,MBC1,32,1,0x800,0x80000,True,False,False,False,Nintendo,True,None,False,0,Japan,4ebe14c4c51555908c0e4cabb66dc813,False
Hong Kong (Japan).gb,HONG KONG,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,Tokuma Shoten Intermedia,True,None,False,0,Japan,2cd8171d2c0d6695f6c4159476d459e7,False
Nakayoshi Pet Series 4 - Kawaii Koneko (Japan).gbc,NAKAYOSHINEB7NJ,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,"UNKNOWN(b'BL',BL)",False,CGB Only,False,0,Japan,24590d82da1c0d40b5d4f8e03e4cca94,True
"Black Bass - Lure Fishing (USA, Europe) (GB Compatible).gbc",BLACK BASSALFE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Majesco,False,Extra CGB Functions,False,0,Non-Japan (0x1),a30b8e40344bcfbeb08110c79de4af14,False
"Asterix (Europe) (En,Fr,De,Es,It).gb",ASTERIX,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Infogrammes,True,None,False,0,Non-Japan (0x1),812db832566202610bb1e42e643e2b93,False
Digimon Adventure 2001 (USA) (Unl).gbc,GAME1          ,MBC5+RAM+Battery,MBC5,64,4,0x4000,0x100000,True,False,False,False,Nintendo R&D1,False,Extra CGB Functions,False,0,Japan,2bcdaddb7d3b88d6101a652bf86f8071,False
Frogger (USA) (Rev-B).gbc,FROGGERAFRE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Hasbro Interactive,False,Extra CGB Functions,False,2,Non-Japan (0x1),7f1830171eec29ac72ae976d4dfdfc65,False
Pocket Kyoro-chan (Japan) (SGB Enhanced).gb,POCKET KYOROCHAN,MBC2+Battery,MBC2,16,1,0x100,0x40000,True,False,False,False,"UNKNOWN(b'DA',DA)",False,None,True,0,Japan,9c189413f62b92172b0bb95e81731465,True
Pocket Monsters - Pikachu (Japan) (SGB Enhanced).gb,POKEMON YELLOW,MBC3+RAM+Battery,MBC3,64,4,0x4000,0x100000,True,False,False,False,Nintendo R&D1,False,None,True,0,Japan,aa13e886a47fd473da63b7d5ddf2828d,False
Prince of Persia (USA).gbc,PRINCE O PERSIA,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Mindscape,False,Extra CGB Functions,False,0,Non-Japan (0x1),afeec69d5ba3afa3ce2279fcda944576,False
"Boxxle (USA, Europe) (Rev A).gb",BOXXLE,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,Pony Canyon,True,None,False,1,Non-Japan (0x1),239fd20f424ee53d2f11018dbd942df4,False
Guaishou Go! Go! II (Taiwan).gbc,KIRBY2,MBC5+RAM+Battery,MBC5,64,4,0x4000,0x100000,True,False,False,False,UNKNOWN(0x21),True,Extra CGB Functions,True,0,Japan,fe2df6252f512957b081c1663086b588,True
Q-bert (USA).gbc,Q*BERTBQTE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Hasbro Interactive,False,CGB Only,False,0,Non-Japan (0x1),4a8e3506f98e01fcb0da5073b83e4e35,False
Project S-11 (USA).gbc,PROJECTS11BPJE,MBC5,MBC5,32,0,0x0,0x80000,False,False,False,False,Atlus,False,CGB Only,False,0,Non-Japan (0x1),8fe6340c822daa9cb07c7d8ab8509751,False
Kaijuu Ou Gojira (Japan).gb,GB GODZILLA,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Bandai,True,None,False,0,Japan,deb601b4fadefb13f5e6251c945d10f4,False
Parasol Henbee (Japan).gb,PARASORU HEMBEI,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Epoch,True,None,False,0,Japan,e0aadd04cf2c955ff60d9446b2b18931,False
Konamic Golf (Japan).gb,KONAMIC GOLF,MBC2+Battery,MBC2,8,1,0x100,0x20000,True,False,False,False,Ultra,True,None,False,0,Japan,f214ebedb198f539230c4738cc644109,False
Cult Master - Ultraman ni Miserarete (Japan).gb,GB CULT ULTRAMAN,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Bandai,True,None,False,0,Japan,2e85bbfc5bc2aaa51955f0fcbcda0842,False
Pocket Kanjirou (Japan) (SGB Enhanced).gb,KANJIRO         ,MBC1+RAM+Battery,MBC1,32,1,0x800,0x80000,True,False,False,False,"UNKNOWN(b'0K',0K)",False,None,True,0,Japan,b8ae13edc37731756974a2b520763f20,True
Lil' Monster (USA) (SGB Enhanced) (GB Compatible).gbc,LIL'MONSTERAJYE,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,"UNKNOWN(b'5V',5V)",False,Extra CGB Functions,True,0,Non-Japan (0x1),17233eaf718e241f290d6590ef1b42a9,True
Doraemon Kart (Japan) (SGB Enhanced).gb,DORAEMON KART,MBC2+Battery,MBC2,16,1,0x100,0x40000,True,False,False,False,"UNKNOWN(b'E5',E5)",False,None,True,0,Japan,20b436fc3c9621eb4ee82bc3ef3687fb,True
Pokemon TRE - Team Rocket Edition.gb,POKEMON TRE,MBC3+RAM+Battery,MBC3,64,4,0x4000,0x100000,True,False,False,False,Nintendo R&D1,False,None,True,0,Non-Japan (0x1),efe1fffe2bc6d4bc792a7f963d5738dd,False
